http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1909instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2040instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id46instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id3instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1842instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1915instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1992instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1966instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2039instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2065instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2068instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2058instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id67instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1900instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2044instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1887instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1954instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id53instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id72instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id86instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2081instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2127instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2056instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2072instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2079instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1858instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2146instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id2147instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance
http://www.aifb.uni-karlsruhe.de/Personen/viewPersonOWL/id1instance	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance
