http://swrc.ontoware.org/ontology#InCollection,1
http://www.w3.org/2002/07/owl#Restriction,1
http://swrc.ontoware.org/ontology#InProceedings,1
http://swrc.ontoware.org/ontology#Project,1
http://swrc.ontoware.org/ontology#FullProfessor,1
http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id5instance,1
http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id2instance,1
http://www.w3.org/2002/07/owl#Ontology,1
http://www.w3.org/2002/07/owl#Datatype,1
http://swrc.ontoware.org/ontology#Misc,1
http://swrc.ontoware.org/ontology#Lecturer,1
http://swrc.ontoware.org/ontology#TechnicalReport,1
http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id1instance,1
http://www.w3.org/2002/07/owl#DatatypeProperty,1
http://www.w3.org/2002/07/owl#ObjectProperty,1
http://swrc.ontoware.org/ontology#Person,1
http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id4instance,1
http://swrc.ontoware.org/ontology#Article,1
http://www.w3.org/2002/07/owl#Class,1
http://swrc.ontoware.org/ontology#Organization,1
http://swrc.ontoware.org/ontology#AssistantProfessor,1
http://swrc.ontoware.org/ontology#PhDStudent,1
http://swrc.ontoware.org/ontology#Graduate,1
http://swrc.ontoware.org/ontology#Undergraduate,1
http://swrc.ontoware.org/ontology#ResearchGroup,1
http://swrc.ontoware.org/ontology#TechnicalStaff,1
http://swrc.ontoware.org/ontology#ResearchTopic,1
http://swrc.ontoware.org/ontology#Book,1
http://swrc.ontoware.org/ontology#Proceedings,1
http://swrc.ontoware.org/ontology#Manager,1
http://swrc.ontoware.org/ontology#Publication,1
http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance,1
http://swrc.ontoware.org/ontology#howpublished,2
http://swrc.ontoware.org/ontology#hasProject,2
http://swrc.ontoware.org/ontology#series,2
http://swrc.ontoware.org/ontology#isWorkedOnBy,2
http://swrc.ontoware.org/ontology#isbn,2
http://swrc.ontoware.org/ontology#publishes,2
http://swrc.ontoware.org/ontology#name,2
http://swrc.ontoware.org/ontology#edition,2
http://swrc.ontoware.org/ontology#projectInfo,2
http://swrc.ontoware.org/ontology#carriedOutBy,2
http://swrc.ontoware.org/ontology#dealtWithIn,2
http://swrc.ontoware.org/ontology#phone,2
http://swrc.ontoware.org/ontology#address,2
http://swrc.ontoware.org/ontology#editor,2
http://www.w3.org/2002/07/owl#onProperty,2
http://swrc.ontoware.org/ontology#fax,2
http://swrc.ontoware.org/ontology#finances,2
http://swrc.ontoware.org/ontology#homepage,2
http://www.w3.org/2000/01/rdf-schema#range,2
http://swrc.ontoware.org/ontology#photo,2
http://swrc.ontoware.org/ontology#note,2
http://www.w3.org/1999/02/22-rdf-syntax-ns#type,2
http://swrc.ontoware.org/ontology#head,2
http://swrc.ontoware.org/ontology#abstract,2
http://swrc.ontoware.org/ontology#chapter,2
http://swrc.ontoware.org/ontology#financedBy,2
http://www.w3.org/2000/01/rdf-schema#subClassOf,2
http://swrc.ontoware.org/ontology#year,2
http://swrc.ontoware.org/ontology#pages,2
http://swrc.ontoware.org/ontology#volume,2
http://swrc.ontoware.org/ontology#publication,2
http://swrc.ontoware.org/ontology#worksAtProject,2
http://swrc.ontoware.org/ontology#type,2
http://www.w3.org/2002/07/owl#inverseOf,2
http://swrc.ontoware.org/ontology#booktitle,2
http://swrc.ontoware.org/ontology#carriesOut,2
http://www.w3.org/2002/07/owl#allValuesFrom,2
http://swrc.ontoware.org/ontology#employs,2
http://swrc.ontoware.org/ontology#isAbout,2
http://www.aifb.uni-karlsruhe.de/WBS/dvr/owltools/merge/type,2
http://swrc.ontoware.org/ontology#title,2
http://swrc.ontoware.org/ontology#author,2
http://swrc.ontoware.org/ontology#month,2
http://swrc.ontoware.org/ontology#number,2
http://swrc.ontoware.org/ontology#member,2
http://swrc.ontoware.org/ontology#journal,2
