/award/award_winning_work/awards_won./award/award_honor/award_winner	unary-pred-1	2
/film/film/genre	unary-pred-2	2
/people/person/profession	unary-pred-3	2
/sports/sports_team_location/teams	unary-pred-4	2
/education/educational_degree/people_with_this_degree./education/education/institution	unary-pred-5	2
/organization/organization_founder/organizations_founded	unary-pred-6	2
/award/award_category/nominees./award/award_nomination/nominated_for	unary-pred-7	2
/film/film/release_date_s./film/film_regional_release_date/film_release_region	unary-pred-8	2
/people/person/gender	unary-pred-9	2
/film/actor/film./film/performance/film	unary-pred-10	2
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country	unary-pred-11	2
/time/event/instance_of_recurring_event	unary-pred-12	2
/award/award_category/winners./award/award_honor/award_winner	unary-pred-13	2
/soccer/football_player/current_team./sports/sports_team_roster/team	unary-pred-14	2
/media_common/netflix_genre/titles	unary-pred-15	2
/people/person/spouse_s./people/marriage/type_of_union	unary-pred-16	2
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	unary-pred-17	2
/award/award_category/winners./award/award_honor/ceremony	unary-pred-18	2
/award/award_ceremony/awards_presented./award/award_honor/award_winner	unary-pred-19	2
/film/film/language	unary-pred-20	2
/base/culturalevent/event/entity_involved	unary-pred-21	2
/music/performance_role/track_performances./music/track_contribution/role	unary-pred-22	2
/food/food/nutrients./food/nutrition_fact/nutrient	unary-pred-23	2
/sports/sports_position/players./sports/sports_team_roster/team	unary-pred-24	2
/tv/tv_program/genre	unary-pred-25	2
/people/person/spouse_s./people/marriage/location_of_ceremony	unary-pred-26	2
/award/award_winner/awards_won./award/award_honor/award_winner	unary-pred-27	2
/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members	unary-pred-28	2
/people/person/nationality	unary-pred-29	2
/people/person/languages	unary-pred-30	2
/organization/organization/headquarters./location/mailing_address/state_province_region	unary-pred-31	2
/music/genre/artists	unary-pred-32	2
/tv/tv_program/languages	unary-pred-33	2
/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months	unary-pred-34	2
/education/educational_institution/students_graduates./education/education/student	unary-pred-35	2
/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season	unary-pred-36	2
/sports/sports_team/roster./baseball/baseball_roster_position/position	unary-pred-37	2
/award/award_nominee/award_nominations./award/award_nomination/award	unary-pred-38	2
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	unary-pred-39	2
/film/film/other_crew./film/film_crew_gig/film_crew_role	unary-pred-40	2
/base/biblioness/bibs_location/country	unary-pred-41	2
/location/location/contains	unary-pred-42	2
/location/statistical_region/religions./location/religion_percentage/religion	unary-pred-43	2
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	unary-pred-44	2
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics	unary-pred-45	2
/people/person/religion	unary-pred-46	2
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	unary-pred-47	2
/award/award_winning_work/awards_won./award/award_honor/award	unary-pred-48	2
/location/country/form_of_government	unary-pred-49	2
/film/film/produced_by	unary-pred-50	2
/music/group_member/membership./music/group_membership/role	unary-pred-51	2
/film/film/prequel	unary-pred-52	2
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	unary-pred-53	2
/language/human_language/countries_spoken_in	unary-pred-54	2
/people/person/places_lived./people/place_lived/location	unary-pred-55	2
/organization/organization/headquarters./location/mailing_address/citytown	unary-pred-56	2
/film/film/executive_produced_by	unary-pred-57	2
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office	unary-pred-58	2
/film/actor/dubbing_performances./film/dubbing_performance/language	unary-pred-59	2
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft	unary-pred-60	2
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	unary-pred-61	2
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics	unary-pred-62	2
/education/educational_degree/people_with_this_degree./education/education/student	unary-pred-63	2
/government/politician/government_positions_held./government/government_position_held/basic_title	unary-pred-64	2
/location/location/time_zones	unary-pred-65	2
/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	unary-pred-66	2
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	unary-pred-67	2
/people/person/spouse_s./people/marriage/spouse	unary-pred-68	2
/film/director/film	unary-pred-69	2
/tv/tv_program/program_creator	unary-pred-70	2
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school	unary-pred-71	2
/award/award_ceremony/awards_presented./award/award_honor/honored_for	unary-pred-72	2
/film/film/film_format	unary-pred-73	2
/music/instrument/instrumentalists	unary-pred-74	2
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	unary-pred-75	2
/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club	unary-pred-76	2
/education/educational_degree/people_with_this_degree./education/education/major_field_of_study	unary-pred-77	2
/government/legislative_session/members./government/government_position_held/district_represented	unary-pred-78	2
